,Nombre,Foto,Valor,Posicion,Edad,Club,Escudo,Nacionalidad,Bandera,Partidos_jugados,Goles,Asistencias,Min_gol,Min_jugados,Goles_encajados,Partidos_cero
147,Riyad Mahrez,https://img.a.transfermarkt.technology/portrait/small/171424-1461578220.jpg?lm=1,40,Extremo derecho,31,Manchester City,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,"['Argelia', 'Francia']","['https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569']",36,22,7,105,2.308,,
148,Pierre-Emile Höjbjerg,https://img.a.transfermarkt.technology/portrait/small/167799-1629882773.jpg?lm=1,40,Mediocentro,26,Tottenham Hotspur,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,"['Dinamarca', 'Francia']","['https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569']",39,3,4,1.059,3.176,,
149,Marcelo Brozovic,https://img.a.transfermarkt.technology/portrait/small/156617-1549632084.jpg?lm=1,40,Pivote,29,Inter de Milán,https://tmssl.akamaized.net/images/wappen/verysmall/46.png?lm=1618900989,['Croacia'],['https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569'],37,1,2,3.105,3.105,,
150,Wilfried Zaha,https://img.a.transfermarkt.technology/portrait/small/145988-1617958742.jpg?lm=1,40,Extremo izquierdo,29,Crystal Palace,https://tmssl.akamaized.net/images/wappen/verysmall/873.png?lm=1457723287,"['Costa de Marfil', 'Inglaterra']","['https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569']",27,10,2,229,2.293,,
151,Yannick Carrasco,https://img.a.transfermarkt.technology/portrait/small/140776-1447152507.jpg?lm=1,40,Extremo izquierdo,28,Atlético de Madrid,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,"['Bélgica', 'España']","['https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569']",34,3,6,872,2.616,,
152,Gabriel Martinelli,https://img.a.transfermarkt.technology/portrait/small/655488-1565253804.jpg?lm=1,38,Extremo izquierdo,20,Arsenal FC,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,"['Brasil', 'Italia']","['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569']",26,5,4,344,1.718,,
153,Ben Chilwell,https://img.a.transfermarkt.technology/portrait/small/316125-1620647738.jpg?lm=1,38,Lateral izquierdo,25,Chelsea FC,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1628160548,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],12,3,1,280,840,,
154,André Silva,https://img.a.transfermarkt.technology/portrait/small/198008-1599988802.jpg?lm=1,38,Delantero centro,26,RasenBallsport Leipzig,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],39,15,8,169,2.541,,
155,Roberto Firmino,https://img.a.transfermarkt.technology/portrait/small/131789-1520605270.jpg?lm=1,38,Delantero centro,30,Liverpool FC,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],26,9,4,161,1.445,,
156,Antony,https://img.a.transfermarkt.technology/portrait/small/602105-1627915061.jpg?lm=1,35,Extremo derecho,22,Ajax de Ámsterdam,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],33,12,10,211,2.537,,
157,Karim Adeyemi,https://img.a.transfermarkt.technology/portrait/small/496094-1601103873.png?lm=1,35,Delantero centro,20,Red Bull Salzburgo,https://tmssl.akamaized.net/images/wappen/verysmall/409.png?lm=1557737354,"['Alemania', 'Nigeria']","['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525', 'https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569']",36,19,4,131,2.493,,
158,Pedro Neto,https://img.a.transfermarkt.technology/portrait/small/487465-1607089608.jpg?lm=1,35,Extremo izquierdo,22,Wolverhampton Wanderers,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],5,,,,130,,
159,Ryan Gravenberch,https://img.a.transfermarkt.technology/portrait/small/478573-1537783998.jpg?lm=1,35,Mediocentro,19,Ajax de Ámsterdam,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,"['Países Bajos', 'Surinam']","['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/161.png?lm=1520611569']",37,2,6,1.376,2.752,,
160,Tanguy Ndombélé,https://img.a.transfermarkt.technology/portrait/small/450936-1561540648.jpg?lm=1,35,Mediocentro,25,Olympique de Lyon,https://tmssl.akamaized.net/images/wappen/verysmall/1041.png?lm=1581024966,"['Francia', 'RD del Congo']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569']",23,2,2,730,1.459,,
161,Douglas Luiz,https://img.a.transfermarkt.technology/portrait/small/447661-1637233547.jpg?lm=1,35,Pivote,23,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],26,1,3,2.161,2.161,,
162,Lucas Paquetá,https://img.a.transfermarkt.technology/portrait/small/444523-1640776054.jpg?lm=1,35,Mediocentro ofensivo,24,Olympique de Lyon,https://tmssl.akamaized.net/images/wappen/verysmall/1041.png?lm=1581024966,"['Brasil', 'Portugal']","['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569']",34,9,5,277,2.496,,
163,Youssef En-Nesyri,https://img.a.transfermarkt.technology/portrait/small/433049-1583307966.jpg?lm=1,35,Delantero centro,24,Sevilla FC,https://tmssl.akamaized.net/images/wappen/verysmall/368.png?lm=1408655455,['Marruecos'],['https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569'],21,3,3,367,1.102,,
164,Dejan Kulusevski,https://img.a.transfermarkt.technology/portrait/small/431755-1624534430.jpg?lm=1,35,Extremo derecho,21,Tottenham Hotspur,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,"['Suecia', 'Macedonia del Norte']","['https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/100.png?lm=1520611569']",38,4,7,445,1.781,,
165,Pedro Gonçalves,https://img.a.transfermarkt.technology/portrait/small/426620-1602774745.jpg?lm=1,35,Extremo derecho,23,Sporting CP,https://tmssl.akamaized.net/images/wappen/verysmall/336.png?lm=1621513752,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],33,14,10,170,2.380,,
166,Yves Bissouma,https://img.a.transfermarkt.technology/portrait/small/410425-1506674936.jpg?lm=1,35,Mediocentro,25,Brighton & Hove Albion,https://tmssl.akamaized.net/images/wappen/verysmall/1237.png?lm=1492718902,"['Malí', 'Costa de Marfil']","['https://tmssl.akamaized.net/images/flagge/verysmall/105.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569']",22,1,1,1.754,1.754,,
167,Ollie Watkins,https://img.a.transfermarkt.technology/portrait/small/324358-1538466436.jpg?lm=1,35,Delantero centro,26,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],27,7,1,322,2.256,,
168,Emiliano Buendía,https://img.a.transfermarkt.technology/portrait/small/321247-1609843064.jpg?lm=1,35,Extremo derecho,25,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,"['Argentina', 'España']","['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569']",28,2,4,857,1.713,,
169,Hirving Lozano,https://img.a.transfermarkt.technology/portrait/small/316889-1536655850.jpg?lm=1,35,Extremo derecho,26,SSC Nápoles,https://tmssl.akamaized.net/images/wappen/verysmall/6195.png?lm=1437135876,['México'],['https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569'],30,5,3,312,1.561,,
170,Scott McTominay,https://img.a.transfermarkt.technology/portrait/small/315969-1505839630.jpg?lm=1,35,Pivote,25,Manchester United,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,"['Escocia', 'Inglaterra']","['https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569']",31,2,1,1.248,2.496,,
171,Jarrod Bowen,https://img.a.transfermarkt.technology/portrait/small/314875-1520418534.jpg?lm=1,35,Extremo derecho,25,West Ham United,https://tmssl.akamaized.net/images/wappen/verysmall/379.png?lm=1464675260,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],39,12,11,259,3.103,,
172,Robin Gosens,https://img.a.transfermarkt.technology/portrait/small/273132-1616511080.jpg?lm=1,35,Interior izquierdo,27,Inter de Milán,https://tmssl.akamaized.net/images/wappen/verysmall/46.png?lm=1618900989,"['Alemania', 'Países Bajos']","['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525', 'https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569']",12,2,2,324,647,,
173,Manuel Locatelli,https://img.a.transfermarkt.technology/portrait/small/265088-1630490000.jpg?lm=1,35,Pivote,24,Juventus de Turín,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1626441487,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],39,3,5,937,2.812,,
174,Ivan Toney,https://img.a.transfermarkt.technology/portrait/small/251664-1625060492.jpg?lm=1,35,Delantero centro,26,Brentford FC,https://tmssl.akamaized.net/images/wappen/verysmall/1148.png?lm=1625150543,"['Inglaterra', 'Jamaica']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569']",29,13,3,185,2.400,,
175,Nabil Fekir,https://img.a.transfermarkt.technology/portrait/small/203496-1448021651.jpg?lm=1,35,Mediocentro ofensivo,28,Real Betis Balompié,https://tmssl.akamaized.net/images/wappen/verysmall/150.png?lm=1407484550,"['Francia', 'Argelia']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569']",38,10,8,317,3.165,,
176,Andreas Christensen,https://img.a.transfermarkt.technology/portrait/small/196948-1620650859.jpg?lm=1,35,Defensa central,25,Chelsea FC,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1628160548,['Dinamarca'],['https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569'],29,2,1,1.116,2.231,,
177,Domenico Berardi,https://img.a.transfermarkt.technology/portrait/small/177843-1596099380.jpg?lm=1,35,Extremo derecho,27,US Sassuolo,https://tmssl.akamaized.net/images/wappen/verysmall/6574.png?lm=1601389908,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],28,14,14,172,2.414,,
178,Raphaël Guerreiro,https://img.a.transfermarkt.technology/portrait/small/170986-1534235943.jpg?lm=1,35,Lateral izquierdo,28,Borussia Dortmund,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,"['Portugal', 'Francia']","['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569']",22,5,3,334,1.669,,
179,Niklas Süle,https://img.a.transfermarkt.technology/portrait/small/166601-1624802741.jpg?lm=1,35,Defensa central,26,Bayern Múnich,https://tmssl.akamaized.net/images/wappen/verysmall/27.png?lm=1498251238,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],33,1,2,2.385,2.385,,
180,Hakan Calhanoglu,https://img.a.transfermarkt.technology/portrait/small/126414-1596107830.jpg?lm=1,35,Mediocentro,28,Inter de Milán,https://tmssl.akamaized.net/images/wappen/verysmall/46.png?lm=1618900989,"['Turquía', 'Alemania']","['https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525']",36,6,9,423,2.539,,
181,Stefan de Vrij,https://img.a.transfermarkt.technology/portrait/small/111196-1593165111.jpg?lm=1,35,Defensa central,30,Inter de Milán,https://tmssl.akamaized.net/images/wappen/verysmall/46.png?lm=1618900989,['Países Bajos'],['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569'],31,1,,2.578,2.578,,
182,Antonio Rüdiger,https://img.a.transfermarkt.technology/portrait/small/86202-1624448001.jpg?lm=1,35,Defensa central,29,Chelsea FC,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1628160548,"['Alemania', 'Sierra Leona']","['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525', 'https://tmssl.akamaized.net/images/flagge/verysmall/152.png?lm=1520611569']",42,3,4,1.300,3.900,,
183,Koke,https://img.a.transfermarkt.technology/portrait/small/74229-1447152736.jpg?lm=1,35,Mediocentro,30,Atlético de Madrid,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],33,1,2,2.618,2.618,,
184,Ilkay Gündogan,https://img.a.transfermarkt.technology/portrait/small/53622-1519915654.jpg?lm=1,35,Mediocentro,31,Manchester City,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],33,7,6,330,2.310,,
185,Cristiano Ronaldo,https://img.a.transfermarkt.technology/portrait/small/8198-1631656078.jpg?lm=1,35,Delantero centro,37,Manchester United,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],33,18,3,149,2.681,,
186,Nicolò Zaniolo,https://img.a.transfermarkt.technology/portrait/small/392085-1630498680.jpg?lm=1,33,Extremo derecho,22,AS Roma,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],33,4,8,583,2.332,,
187,Lisandro Martínez,https://img.a.transfermarkt.technology/portrait/small/480762-1609862162.jpg?lm=1,32,Defensa central,24,Ajax de Ámsterdam,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,['Argentina'],['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569'],36,1,4,2.909,2.909,,
188,Edouard Mendy,https://img.a.transfermarkt.technology/portrait/small/442531-1600951863.jpg?lm=1,32,Portero,30,Chelsea FC,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1628160548,"['Senegal', 'Guinea-Bissau']","['https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/60.png?lm=1520611569']",35,,,,3.239,21,18
189,Harvey Barnes,https://img.a.transfermarkt.technology/portrait/small/398065-1543494289.jpg?lm=1,32,Interior izquierdo,24,Leicester City,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,"['Inglaterra', 'Escocia']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569']",34,8,9,308,2.462,,
190,Kieran Tierney,https://img.a.transfermarkt.technology/portrait/small/300716-1475672770.jpg?lm=1,32,Lateral izquierdo,24,Arsenal FC,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,"['Escocia', 'Isla de Man']","['https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/270.png?lm=1520611569']",25,1,3,2.154,2.154,,
191,Allan Saint-Maximin,https://img.a.transfermarkt.technology/portrait/small/272642-1557495119.png?lm=1,32,Extremo izquierdo,25,Newcastle United,https://tmssl.akamaized.net/images/wappen/verysmall/762.png?lm=1472921161,"['Francia', 'Guadalupe']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/251.png?lm=1520611569']",28,5,3,430,2.150,,
192,Tyrone Mings,https://img.a.transfermarkt.technology/portrait/small/253677-1593437372.jpg?lm=1,32,Defensa central,29,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,"['Inglaterra', 'Barbados']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/17.png?lm=1520611569']",28,1,3,2.468,2.468,,
193,Hakim Ziyech,https://img.a.transfermarkt.technology/portrait/small/217111-1497885283.jpg?lm=1,32,Mediocentro ofensivo,29,Chelsea FC,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1628160548,"['Marruecos', 'Países Bajos']","['https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569']",32,8,5,254,2.029,,
194,James Ward-Prowse,https://img.a.transfermarkt.technology/portrait/small/181579-1463132757.jpg?lm=1,32,Mediocentro,27,Southampton FC,https://tmssl.akamaized.net/images/wappen/verysmall/180.png?lm=1444560086,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],33,7,7,424,2.971,,
195,Luis Alberto,https://img.a.transfermarkt.technology/portrait/small/128220-1594715012.jpg?lm=1,32,Mediocentro,29,SS Lazio,https://tmssl.akamaized.net/images/wappen/verysmall/398.png?lm=1601537785,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],37,4,8,632,2.528,,
196,Emiliano Martínez,https://img.a.transfermarkt.technology/portrait/small/111873-1547721671.jpg?lm=1,32,Portero,29,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,['Argentina'],['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569'],29,,,,2.610,38,9
197,Matheus Nunes,https://img.a.transfermarkt.technology/portrait/small/601883-1571746027.jpg?lm=1,30,Mediocentro,23,Sporting CP,https://tmssl.akamaized.net/images/wappen/verysmall/336.png?lm=1621513752,"['Portugal', 'Brasil']","['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569']",43,3,5,1.046,3.137,,
198,Bruno Guimarães,https://img.a.transfermarkt.technology/portrait/small/520624-1644238971.jpg?lm=1,30,Pivote,24,Newcastle United,https://tmssl.akamaized.net/images/wappen/verysmall/762.png?lm=1472921161,"['Brasil', 'España']","['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569']",33,1,6,2.157,2.157,,
199,Matheus Cunha,https://img.a.transfermarkt.technology/portrait/small/517894-1599989718.jpg?lm=1,30,Delantero centro,22,Atlético de Madrid,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],27,6,3,149,895,,
200,Bremer,https://img.a.transfermarkt.technology/portrait/small/516716-1530879473.jpg?lm=1,30,Defensa central,25,Torino FC,https://tmssl.akamaized.net/images/wappen/verysmall/416.png?lm=1438548174,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],27,3,1,789,2.368,,
201,Aaron Wan-Bissaka,https://img.a.transfermarkt.technology/portrait/small/477758-1617030255.jpg?lm=1,30,Lateral derecho,24,Manchester United,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,"['Inglaterra', 'RD del Congo']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569']",24,,,,2.033,,
202,Josko Gvardiol,https://img.a.transfermarkt.technology/portrait/small/475959-1625481873.jpg?lm=1,30,Defensa central,20,RasenBallsport Leipzig,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,['Croacia'],['https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569'],36,2,3,1.389,2.778,,
203,Gabriel,https://img.a.transfermarkt.technology/portrait/small/435338-1484828988.jpg?lm=1,30,Defensa central,24,Arsenal FC,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],29,3,,813,2.440,,
204,Curtis Jones,https://img.a.transfermarkt.technology/portrait/small/433188-1566301305.jpg?lm=1,30,Mediocentro,21,Liverpool FC,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],22,1,3,1.301,1.301,,
205,Jurrien Timber,https://img.a.transfermarkt.technology/portrait/small/420243-1610460291.jpg?lm=1,30,Defensa central,20,Ajax de Ámsterdam,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,"['Países Bajos', 'Curazao']","['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/260.png?lm=1520611569']",36,3,1,962,2.885,,
206,Houssem Aouar,https://img.a.transfermarkt.technology/portrait/small/395693-1510155387.jpg?lm=1,30,Mediocentro,23,Olympique de Lyon,https://tmssl.akamaized.net/images/wappen/verysmall/1041.png?lm=1581024966,"['Francia', 'Argelia']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569']",34,5,3,468,2.339,,
207,Callum Hudson-Odoi,https://img.a.transfermarkt.technology/portrait/small/392768-1546589840.jpg?lm=1,30,Extremo derecho,21,Chelsea FC,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1628160548,"['Inglaterra', 'Ghana']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/54.png?lm=1520611569']",28,3,6,625,1.876,,
208,Marc Guéhi,https://img.a.transfermarkt.technology/portrait/small/392757-1574325565.jpg?lm=1,30,Defensa central,21,Crystal Palace,https://tmssl.akamaized.net/images/wappen/verysmall/873.png?lm=1457723287,"['Inglaterra', 'Costa de Marfil']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569']",33,4,,743,2.970,,
209,Leon Bailey,https://img.a.transfermarkt.technology/portrait/small/387626-1615896919.jpg?lm=1,30,Extremo izquierdo,24,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,['Jamaica'],['https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569'],14,1,2,514,514,,
210,Sven Botman,https://img.a.transfermarkt.technology/portrait/small/361093-1567759229.jpg?lm=1,30,Defensa central,22,LOSC Lille Métropole,https://tmssl.akamaized.net/images/wappen/verysmall/1082.png?lm=1529521041,['Países Bajos'],['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569'],28,3,1,829,2.488,,
211,Ibrahima Konaté,https://img.a.transfermarkt.technology/portrait/small/357119-1532352081.jpg?lm=1,30,Defensa central,22,Liverpool FC,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,"['Francia', 'Malí']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/105.png?lm=1520611569']",19,,1,,1.558,,
212,André Zambo Anguissa,https://img.a.transfermarkt.technology/portrait/small/354361-1632391268.jpg?lm=1,30,Pivote,26,SSC Nápoles,https://tmssl.akamaized.net/images/wappen/verysmall/6195.png?lm=1437135876,['Camerún'],['https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569'],26,,,,1.818,,
213,Benjamin Pavard,https://img.a.transfermarkt.technology/portrait/small/353366-1570372796.jpg?lm=1,30,Lateral derecho,26,Bayern Múnich,https://tmssl.akamaized.net/images/wappen/verysmall/27.png?lm=1498251238,['Francia'],['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569'],28,,2,,2.270,,
214,Ismaël Bennacer,https://img.a.transfermarkt.technology/portrait/small/351816-1594276829.jpg?lm=1,30,Pivote,24,AC Milan,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,"['Argelia', 'Francia']","['https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569']",33,2,1,884,1.767,,
215,Robin Le Normand,https://img.a.transfermarkt.technology/portrait/small/351809-1574688912.jpg?lm=1,30,Defensa central,25,Real Sociedad,https://tmssl.akamaized.net/images/wappen/verysmall/681.png?lm=1614795530,['Francia'],['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569'],40,1,2,3.532,3.532,,
216,Nicolas Pépé,https://img.a.transfermarkt.technology/portrait/small/343052-1539166309.jpg?lm=1,30,Extremo derecho,26,Arsenal FC,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,"['Costa de Marfil', 'Francia']","['https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569']",18,3,5,288,864,,
217,Davinson Sánchez,https://img.a.transfermarkt.technology/portrait/small/341429-1464272554.jpg?lm=1,30,Defensa central,25,Tottenham Hotspur,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,['Colombia'],['https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569'],27,2,,1.032,2.064,,
218,Merih Demiral,https://img.a.transfermarkt.technology/portrait/small/340879-1607893995.jpeg?lm=1,30,Defensa central,24,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,['Turquía'],['https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569'],32,2,2,1.261,2.521,,
