,Nombre,Foto,Valor,Posicion,Edad,Club,Escudo,Nacionalidad,Bandera,Partidos_jugados,Goles,Asistencias,Min_gol,Min_jugados,Goles_encajados,Partidos_cero
294,Rafa Silva,https://img.a.transfermarkt.technology/portrait/small/238055-1603795640.jpg?lm=1,25,Interior derecho,28,SL Benfica,https://tmssl.akamaized.net/images/wappen/verysmall/294.png?lm=1535908439,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],42,12,17,263,3.156,,
295,Nélson Semedo,https://img.a.transfermarkt.technology/portrait/small/231572-1474546433.jpg?lm=1,25,Lateral derecho,28,Wolverhampton Wanderers,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,"['Portugal', 'Cabo Verde']","['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/32.png?lm=1520611569']",27,1,1,2.250,2.250,,
296,Otávio,https://img.a.transfermarkt.technology/portrait/small/231289-1542105996.png?lm=1,25,Interior derecho,27,FC Oporto,https://tmssl.akamaized.net/images/wappen/verysmall/720.png?lm=1486310161,"['Portugal', 'Brasil']","['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569']",40,5,12,635,3.176,,
297,Thilo Kehrer,https://img.a.transfermarkt.technology/portrait/small/228948-1602848776.jpg?lm=1,25,Defensa central,25,París Saint-Germain FC,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],28,2,,851,1.702,,
298,Ricardo Pereira,https://img.a.transfermarkt.technology/portrait/small/215876-1510137446.jpg?lm=1,25,Lateral derecho,28,Leicester City,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,"['Portugal', 'Cabo Verde']","['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/32.png?lm=1520611569']",18,1,2,1.128,1.128,,
299,Oleksandr Zinchenko,https://img.a.transfermarkt.technology/portrait/small/203853-1539784797.jpg?lm=1,25,Lateral izquierdo,25,Manchester City,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,['Ucrania'],['https://tmssl.akamaized.net/images/flagge/verysmall/177.png?lm=1520611569'],18,,2,,1.168,,
300,Jonathan Tah,https://img.a.transfermarkt.technology/portrait/small/196357-1582110175.jpg?lm=1,25,Defensa central,26,Bayer 04 Leverkusen,https://tmssl.akamaized.net/images/wappen/verysmall/15.png?lm=1403163785,"['Alemania', 'Costa de Marfil']","['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525', 'https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569']",35,2,3,1.546,3.092,,
301,Julian Brandt,https://img.a.transfermarkt.technology/portrait/small/187492-1615389334.jpg?lm=1,25,Mediocentro ofensivo,25,Borussia Dortmund,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],33,5,9,449,2.246,,
302,Mike Maignan,https://img.a.transfermarkt.technology/portrait/small/182906-1598303138.jpg?lm=1,25,Portero,26,AC Milan,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,"['Francia', 'Guayana Francesa']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/252.png?lm=1520611569']",30,,,,2.730,27,13
303,Sardar Azmoun,https://img.a.transfermarkt.technology/portrait/small/180337-1602271105.png?lm=1,25,Delantero centro,27,Bayer 04 Leverkusen,https://tmssl.akamaized.net/images/wappen/verysmall/15.png?lm=1403163785,['Irán'],['https://tmssl.akamaized.net/images/flagge/verysmall/71.png?lm=1520611569'],26,10,4,146,1.463,,
304,Nathan Aké,https://img.a.transfermarkt.technology/portrait/small/177476-1483877894.jpg?lm=1,25,Defensa central,27,Manchester City,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,"['Países Bajos', 'Costa de Marfil']","['https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569']",19,2,,646,1.292,,
305,Giovanni Di Lorenzo,https://img.a.transfermarkt.technology/portrait/small/169880-1535011899.jpg?lm=1,25,Lateral derecho,28,SSC Nápoles,https://tmssl.akamaized.net/images/wappen/verysmall/6195.png?lm=1437135876,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],39,1,5,3.451,3.451,,
306,Iñigo Martínez,https://img.a.transfermarkt.technology/portrait/small/158863-1447314170.jpg?lm=1,25,Defensa central,30,Athletic Club,https://tmssl.akamaized.net/images/wappen/verysmall/621.png?lm=1565768743,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],28,4,,616,2.463,,
307,Lorenzo Insigne,https://img.a.transfermarkt.technology/portrait/small/133964-1537708558.jpg?lm=1,25,Extremo izquierdo,30,SSC Nápoles,https://tmssl.akamaized.net/images/wappen/verysmall/6195.png?lm=1437135876,['Italia'],['https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569'],29,9,7,229,2.064,,
308,Jordan Pickford,https://img.a.transfermarkt.technology/portrait/small/130164-1488971129.jpg?lm=1,25,Portero,28,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],27,,,,2.430,49,4
309,Conor Coady,https://img.a.transfermarkt.technology/portrait/small/128901-1544619773.jpg?lm=1,25,Defensa central,29,Wolverhampton Wanderers,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],34,3,,1.013,3.039,,
310,Abdoulaye Doucouré,https://img.a.transfermarkt.technology/portrait/small/127187-1448382341.png?lm=1,25,Mediocentro,29,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,"['Malí', 'Francia']","['https://tmssl.akamaized.net/images/flagge/verysmall/105.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569']",24,2,4,1.032,2.063,,
311,Kyle Walker,https://img.a.transfermarkt.technology/portrait/small/95424-1583400627.jpg?lm=1,25,Lateral derecho,31,Manchester City,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],27,1,2,2.322,2.322,,
312,Pablo Sarabia,https://img.a.transfermarkt.technology/portrait/small/74230-1602692460.jpg?lm=1,25,Extremo derecho,29,Sporting CP,https://tmssl.akamaized.net/images/wappen/verysmall/336.png?lm=1621513752,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],39,15,9,173,2.597,,
313,Thomas Müller,https://img.a.transfermarkt.technology/portrait/small/58358-1540568657.jpg?lm=1,25,Mediapunta,32,Bayern Múnich,https://tmssl.akamaized.net/images/wappen/verysmall/27.png?lm=1498251238,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],37,12,22,245,2.945,,
314,Toni Kroos,https://img.a.transfermarkt.technology/portrait/small/31909-1519743952.jpg?lm=1,25,Mediocentro,32,Real Madrid CF,https://tmssl.akamaized.net/images/wappen/verysmall/418.png?lm=1580722449,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],32,3,3,853,2.560,,
315,Karim Benzema,https://img.a.transfermarkt.technology/portrait/small/18922-1544774342.jpg?lm=1,25,Delantero centro,34,Real Madrid CF,https://tmssl.akamaized.net/images/wappen/verysmall/418.png?lm=1580722449,"['Francia', 'Argelia']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569']",34,32,13,90,2.890,,
316,William Saliba,https://img.a.transfermarkt.technology/portrait/small/495666-1540367182.jpg?lm=1,24,Defensa central,21,Olympique de Marsella,https://tmssl.akamaized.net/images/wappen/verysmall/244.png?lm=1485642163,"['Francia', 'Camerún']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569']",40,,,,3.595,,
317,Vitinha,https://img.a.transfermarkt.technology/portrait/small/487469-1582712448.png?lm=1,24,Mediocentro,22,FC Oporto,https://tmssl.akamaized.net/images/wappen/verysmall/720.png?lm=1486310161,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],38,3,3,838,2.514,,
318,Nicolás González,https://img.a.transfermarkt.technology/portrait/small/486031-1599992703.jpg?lm=1,24,Extremo izquierdo,23,Fiorentina,https://tmssl.akamaized.net/images/wappen/verysmall/430.png?lm=1520933432,"['Argentina', 'Italia']","['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569']",29,3,8,610,1.830,,
319,Amadou Haidara,https://img.a.transfermarkt.technology/portrait/small/402008-1617114116.jpg?lm=1,24,Mediocentro,24,RasenBallsport Leipzig,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,['Malí'],['https://tmssl.akamaized.net/images/flagge/verysmall/105.png?lm=1520611569'],28,4,1,408,1.633,,
320,Eljif Elmas,https://img.a.transfermarkt.technology/portrait/small/400489-1636975856.jpg?lm=1,24,Mediocentro ofensivo,22,SSC Nápoles,https://tmssl.akamaized.net/images/wappen/verysmall/6195.png?lm=1437135876,['Macedonia del Norte'],['https://tmssl.akamaized.net/images/flagge/verysmall/100.png?lm=1520611569'],39,6,6,360,2.157,,
321,Victor Lindelöf,https://img.a.transfermarkt.technology/portrait/small/184573-1569853055.png?lm=1,24,Defensa central,27,Manchester United,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,['Suecia'],['https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569'],27,,2,,2.240,,
322,Remo Freuler,https://img.a.transfermarkt.technology/portrait/small/148252-1537772961.jpg?lm=1,24,Mediocentro,29,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,['Suiza'],['https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569'],34,2,6,1.419,2.837,,
323,Matthias Ginter,https://img.a.transfermarkt.technology/portrait/small/124502-1627996998.jpg?lm=1,24,Defensa central,28,Borussia Mönchengladbach,https://tmssl.akamaized.net/images/wappen/verysmall/18.png?lm=1483890536,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],27,1,,2.400,2.400,,
324,Julián Álvarez,https://img.a.transfermarkt.technology/portrait/small/576024-1625772294.png?lm=1,23,Delantero centro,22,CA River Plate,https://tmssl.akamaized.net/images/wappen/verysmall/209.png?lm=1645539487,['Argentina'],['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569'],7,5,,120,601,,
325,Mohamed Camara,https://img.a.transfermarkt.technology/portrait/small/543382-1601103576.png?lm=1,23,Pivote,22,Red Bull Salzburgo,https://tmssl.akamaized.net/images/wappen/verysmall/409.png?lm=1557737354,['Malí'],['https://tmssl.akamaized.net/images/flagge/verysmall/105.png?lm=1520611569'],29,,3,,2.279,,
326,Nikola Milenkovic,https://img.a.transfermarkt.technology/portrait/small/413507-1594710800.jpg?lm=1,23,Defensa central,24,Fiorentina,https://tmssl.akamaized.net/images/wappen/verysmall/430.png?lm=1520933432,['Serbia'],['https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569'],30,3,,854,2.563,,
327,Lukas Klostermann,https://img.a.transfermarkt.technology/portrait/small/215599-1532352073.jpg?lm=1,23,Defensa central,25,RasenBallsport Leipzig,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],27,,2,,2.036,,
328,Nico Elvedi,https://img.a.transfermarkt.technology/portrait/small/192635-1533288578.jpg?lm=1,23,Defensa central,25,Borussia Mönchengladbach,https://tmssl.akamaized.net/images/wappen/verysmall/18.png?lm=1483890536,['Suiza'],['https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569'],26,1,1,2.278,2.278,,
329,Dwight McNeil,https://img.a.transfermarkt.technology/portrait/small/584769-1543493995.jpg?lm=1,22,Extremo izquierdo,22,Burnley FC,https://tmssl.akamaized.net/images/wappen/verysmall/1132.png?lm=1587809239,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],29,,1,,2.511,,
330,Michael Olise,https://img.a.transfermarkt.technology/portrait/small/566723-1596804107.jpg?lm=1,22,Interior derecho,20,Crystal Palace,https://tmssl.akamaized.net/images/wappen/verysmall/873.png?lm=1457723287,"['Francia', 'Inglaterra']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569']",27,4,9,344,1.376,,
331,Harvey Elliott,https://img.a.transfermarkt.technology/portrait/small/565822-1580132598.jpg?lm=1,22,Extremo derecho,18,Liverpool FC,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],10,1,,520,520,,
332,Jacob Ramsey,https://img.a.transfermarkt.technology/portrait/small/503749-1637233675.jpg?lm=1,22,Mediocentro,20,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],28,6,1,338,2.025,,
333,Jérémy Doku,https://img.a.transfermarkt.technology/portrait/small/486049-1532615423.jpg?lm=1,22,Extremo derecho,19,Stade Rennais FC,https://tmssl.akamaized.net/images/wappen/verysmall/273.png?lm=1408779098,"['Bélgica', 'Ghana']","['https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/54.png?lm=1520611569']",16,2,2,336,671,,
334,Max Aarons,https://img.a.transfermarkt.technology/portrait/small/471690-1543494081.jpg?lm=1,22,Lateral derecho,22,Norwich City,https://tmssl.akamaized.net/images/wappen/verysmall/1123.png?lm=1457723273,"['Inglaterra', 'Jamaica']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569']",29,,1,,2.419,,
335,Mattéo Guendouzi,https://img.a.transfermarkt.technology/portrait/small/465830-1646212708.jpg?lm=1,22,Mediocentro,22,Olympique de Marsella,https://tmssl.akamaized.net/images/wappen/verysmall/244.png?lm=1485642163,"['Francia', 'Marruecos']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569']",43,4,13,889,3.556,,
336,Matty Cash,https://img.a.transfermarkt.technology/portrait/small/425334-1541149402.JPG?lm=1,22,Lateral derecho,24,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,"['Polonia', 'Inglaterra']","['https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569']",31,3,4,912,2.737,,
337,Francisco Trincão,https://img.a.transfermarkt.technology/portrait/small/412669-1591777756.png?lm=1,22,Extremo derecho,22,Wolverhampton Wanderers,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],24,2,1,596,1.191,,
338,Hamed Junior Traorè,https://img.a.transfermarkt.technology/portrait/small/391065-1596029805.jpg?lm=1,22,Mediocentro ofensivo,22,US Sassuolo,https://tmssl.akamaized.net/images/wappen/verysmall/6574.png?lm=1601389908,['Costa de Marfil'],['https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569'],25,5,4,282,1.410,,
339,Sasa Kalajdzic,https://img.a.transfermarkt.technology/portrait/small/369567-1624803519.jpg?lm=1,22,Delantero centro,24,VfB Stuttgart,https://tmssl.akamaized.net/images/wappen/verysmall/79.png?lm=1487024087,"['Austria', 'Serbia']","['https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569']",9,3,2,230,691,,
340,Patson Daka,https://img.a.transfermarkt.technology/portrait/small/365172-1638810490.jpg?lm=1,22,Delantero centro,23,Leicester City,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,['Zambia'],['https://tmssl.akamaized.net/images/flagge/verysmall/142.png?lm=1520611569'],28,10,4,154,1.538,,
341,Daichi Kamada,https://img.a.transfermarkt.technology/portrait/small/356141-1599992224.jpg?lm=1,22,Mediocentro ofensivo,25,Eintracht Fráncfort,https://tmssl.akamaized.net/images/wappen/verysmall/24.png?lm=1403806187,['Japón'],['https://tmssl.akamaized.net/images/flagge/verysmall/77.png?lm=1520611569'],34,7,2,364,2.547,,
342,Giovani Lo Celso,https://img.a.transfermarkt.technology/portrait/small/348795-1591195792.jpg?lm=1,22,Mediocentro,25,Villarreal CF,https://tmssl.akamaized.net/images/wappen/verysmall/1050.png?lm=1408655310,"['Argentina', 'Italia']","['https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569']",28,1,2,1.560,1.560,,
343,Ben Godfrey,https://img.a.transfermarkt.technology/portrait/small/343475-1543494231.jpg?lm=1,22,Defensa central,24,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,"['Inglaterra', 'Jamaica']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569']",23,,,,2.015,,
344,Joe Willock,https://img.a.transfermarkt.technology/portrait/small/340329-1594990046.jpg?lm=1,22,Mediocentro,22,Newcastle United,https://tmssl.akamaized.net/images/wappen/verysmall/762.png?lm=1472921161,"['Inglaterra', 'Montserrat']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/235.png?lm=1520611569']",26,2,,904,1.808,,
345,Jonathan Ikoné,https://img.a.transfermarkt.technology/portrait/small/324690-1582554839.jpg?lm=1,22,Extremo derecho,23,Fiorentina,https://tmssl.akamaized.net/images/wappen/verysmall/430.png?lm=1520933432,"['Francia', 'RD del Congo']","['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569']",37,2,4,919,1.837,,
346,Christoph Baumgartner,https://img.a.transfermarkt.technology/portrait/small/324278-1590670295.jpg?lm=1,22,Mediocentro ofensivo,22,TSG 1899 Hoffenheim,https://tmssl.akamaized.net/images/wappen/verysmall/533.png?lm=1458907862,['Austria'],['https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569'],25,6,2,269,1.616,,
347,Malcom,https://img.a.transfermarkt.technology/portrait/small/323704-1602271074.png?lm=1,22,Extremo derecho,25,Zenit de San Petersburgo,https://tmssl.akamaized.net/images/wappen/verysmall/964.png?lm=1486195881,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],27,7,7,286,1.999,,
348,Brahim Díaz,https://img.a.transfermarkt.technology/portrait/small/314678-1632307989.jpg?lm=1,22,Mediocentro ofensivo,22,AC Milan,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,"['España', 'Marruecos']","['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569']",33,4,4,526,2.103,,
349,Demarai Gray,https://img.a.transfermarkt.technology/portrait/small/292417-1611058584.jpg?lm=1,22,Extremo izquierdo,25,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,"['Inglaterra', 'Jamaica']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569']",28,6,3,339,2.032,,
350,Florian Neuhaus,https://img.a.transfermarkt.technology/portrait/small/278332-1533288929.jpg?lm=1,22,Mediocentro,25,Borussia Mönchengladbach,https://tmssl.akamaized.net/images/wappen/verysmall/18.png?lm=1483890536,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],25,4,2,446,1.784,,
351,Joachim Andersen,https://img.a.transfermarkt.technology/portrait/small/260827-1624804427.jpg?lm=1,22,Defensa central,25,Crystal Palace,https://tmssl.akamaized.net/images/wappen/verysmall/873.png?lm=1457723287,['Dinamarca'],['https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569'],29,,1,,2.465,,
352,Daniel Podence,https://img.a.transfermarkt.technology/portrait/small/256977-1510679159.jpg?lm=1,22,Extremo derecho,26,Wolverhampton Wanderers,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,['Portugal'],['https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569'],28,6,3,288,1.726,,
353,Joe Gomez,https://img.a.transfermarkt.technology/portrait/small/256178-1595946530.jpg?lm=1,22,Defensa central,24,Liverpool FC,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,"['Inglaterra', 'Gambia']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/52.png?lm=1520611569']",15,,,,710,,
354,Jan Bednarek,https://img.a.transfermarkt.technology/portrait/small/243028-1493557261.jpg?lm=1,22,Defensa central,25,Southampton FC,https://tmssl.akamaized.net/images/wappen/verysmall/180.png?lm=1444560086,['Polonia'],['https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569'],27,3,,752,2.256,,
355,Abdou Diallo,https://img.a.transfermarkt.technology/portrait/small/229005-1602849224.jpg?lm=1,22,Lateral izquierdo,25,París Saint-Germain FC,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,"['Senegal', 'Francia']","['https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569']",16,,1,,1.222,,
356,Álex Remiro,https://img.a.transfermarkt.technology/portrait/small/212862-1489586587.jpg?lm=1,22,Portero,27,Real Sociedad,https://tmssl.akamaized.net/images/wappen/verysmall/681.png?lm=1614795530,['España'],['https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569'],33,,,,2.970,32,19
357,Dele Alli,https://img.a.transfermarkt.technology/portrait/small/207929-1643674619.jpg?lm=1,22,Mediocentro ofensivo,25,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,"['Inglaterra', 'Nigeria']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569']",24,2,1,606,1.211,,
358,Raúl Jiménez,https://img.a.transfermarkt.technology/portrait/small/206040-1474546604.jpg?lm=1,22,Delantero centro,30,Wolverhampton Wanderers,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,['México'],['https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569'],30,6,4,368,2.209,,
359,Julian Weigl,https://img.a.transfermarkt.technology/portrait/small/196792-1603795353.jpg?lm=1,22,Pivote,26,SL Benfica,https://tmssl.akamaized.net/images/wappen/verysmall/294.png?lm=1535908439,['Alemania'],['https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525'],41,3,5,1.133,3.399,,
360,Fred,https://img.a.transfermarkt.technology/portrait/small/191614-1645609861.jpg?lm=1,22,Mediocentro,29,Manchester United,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,['Brasil'],['https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569'],31,3,6,777,2.330,,
361,Ante Rebic,https://img.a.transfermarkt.technology/portrait/small/187587-1596115623.jpg?lm=1,22,Extremo izquierdo,28,AC Milan,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,['Croacia'],['https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569'],23,3,2,304,913,,
362,Eric Dier,https://img.a.transfermarkt.technology/portrait/small/175722-1490363990.jpg?lm=1,22,Defensa central,28,Tottenham Hotspur,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,"['Inglaterra', 'Portugal']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569']",31,,,,2.688,,
363,James Tarkowski,https://img.a.transfermarkt.technology/portrait/small/173504-1520607439.jpg?lm=1,22,Defensa central,29,Burnley FC,https://tmssl.akamaized.net/images/wappen/verysmall/1132.png?lm=1587809239,"['Inglaterra', 'Polonia']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569']",27,1,2,2.430,2.430,,
364,Jordan Veretout,https://img.a.transfermarkt.technology/portrait/small/164771-1524562189.jpg?lm=1,22,Mediocentro,29,AS Roma,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,['Francia'],['https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569'],39,4,9,663,2.650,,
365,Lewis Dunk,https://img.a.transfermarkt.technology/portrait/small/148153-1461139711.jpg?lm=1,22,Defensa central,30,Brighton & Hove Albion,https://tmssl.akamaized.net/images/wappen/verysmall/1237.png?lm=1492718902,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],22,1,,1.881,1.881,,
366,Danny Ings,https://img.a.transfermarkt.technology/portrait/small/134294-1562056403.jpg?lm=1,22,Delantero centro,29,Aston Villa,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,['Inglaterra'],['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569'],24,5,5,324,1.621,,
367,Luis Muriel,https://img.a.transfermarkt.technology/portrait/small/119228-1596182523.jpg?lm=1,22,Delantero centro,30,Atalanta de Bérgamo,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,['Colombia'],['https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569'],29,8,6,177,1.414,,
368,Michael Keane,https://img.a.transfermarkt.technology/portrait/small/118534-1469714937.jpg?lm=1,22,Defensa central,29,Everton FC,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,"['Inglaterra', 'Irlanda']","['https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569', 'https://tmssl.akamaized.net/images/flagge/verysmall/72.png?lm=1520611569']",31,2,2,1.362,2.724,,
